gauge_id;slope_mean_noahmp;vcmx25_mean;mfsno_mean;cwpvt_mean
01532000;0.01411217;81.02541744;0.613969355;0.322768934
01539000;0.056171067;56.88033292;0.877345347;0.350221215
01542810;0.051844435;61.40547428;0.781819776;0.356662969
01543000;0.052811196;60.50098087;0.797656108;0.356480465
01543500;0.134249011;71.49825839;2.533352383;0.350323943
01544500;0.018210973;78.53321251;3.905209379;0.356221856
01545600;0.020681237;58.25231;3.738258141;0.330109055
01547700;0.054241648;69.75164789;2.801006442;0.277814783
01548500;0.154805732;69.20998108;1.928138842;0.351768805
01549500;0.040571206;43.1766067;3.734780132;0.108542158
01550000;0.069708499;70.88463484;1.83662241;0.304053963
01552000;0.133215119;80.33957142;1.805319489;0.243735836
01552500;0.348922829;79.18491509;1.96551611;0.192039401
01557500;0.03068863;80.61467908;1.113188395;0.093677919
01567500;0.033218365;77.6184481;0.752939577;0.297359123
01568000;0.036580028;58.25360304;2.798460852;0.182665147
01580000;0.088675927;53.65430973;1.166874728;0.14263214
01583500;0.054362493;66.51090428;1.666119867;0.094039994
01586610;0.028216578;56.00823494;2.08252468;0.170366389
01591400;0.039334923;71.91336853;3.195359186;0.320101582
01594950;0.131404121;80.68750154;1.512698415;0.222551957
01596500;0.023414192;61.9870386;1.479029577;0.267638039
01605500;0.066312041;57.17851905;1.040414557;0.125732422
01606500;0.06733819;69.44881107;2.410261773;0.186212865
01632000;0.016451532;73.43836685;1.422502361;0.096196385
01632900;0.143436603;37.867796;2.395190977;0.107207682
01634500;0.047801668;48.88859131;0.732604961;0.152349809
01638480;0.223305753;76.75310933;0.596881907;0.33151588
01639500;0.046765176;70.63909526;0.917059927;0.355033099
01644000;0.03687359;64.11119319;0.811946883;0.349471128
01664000;0.053781329;62.84140041;1.316319463;0.257945385
01666500;0.242705544;37.99690237;1.796499946;0.163188344
01667500;0.056440769;60.82743614;0.989025621;0.341957104
01669000;0.127307721;56.92420613;1.649496175;0.190827331
01669520;0.243022193;35.22466386;2;0.353811055
02011400;0.024173108;61.04105626;0.818888504;0.102279056
02013000;0.024173108;61.04105626;0.818888504;0.102279056
02015700;0.005967944;66.11544319;0.814414649;0.243909269
02016000;0.309405673;64.36355285;1.872574599;0.243870968
02017500;0.050201273;68.43524487;0.679972093;0.179085727
02018000;0.309405673;64.36355285;1.872574599;0.243870968
02027000;0.074682173;46.05862948;1.684074284;0.176019137
02027500;0.741167931;58.65013283;3.880683012;0.348164426
02028500;0.017117439;81.36396099;3.896819826;0.256370505
02038850;0.010977537;68.03706203;1.931007674;0.303559864
02046000;0.012928886;44.50063006;2;0.172031997
02051500;0.008573807;55.99072783;2;0.291720162
02053200;0.003479235;82.64472407;2;0.10266249
02053800;0.03289494;80.24857127;1.981100642;0.187148436
02055100;0.085128262;76.77417544;1.203773064;0.295462525
02056900;0.067045001;66.4376075;1.993210483;0.107728663
02059500;0.026217241;54.25756485;3.634191817;0.132776561
02064000;0.047593375;57.85256966;0.915138661;0.352465496
02065500;0.372273947;42.62342529;1.986371746;0.121650081
02069700;0.135635997;75.44921469;2;0.102220563
02070000;0.018155961;43.96997108;2;0.090726326
02074500;0.065182891;68.71022777;2.000509987;0.097041508
02077200;0.003084881;38.44238383;2;0.130363038
02081500;0.001371581;38.76650224;2;0.223685996
02082950;0.032793801;70.1158957;2;0.094620222
02092500;0.080150364;84.28120542;2;0.102004546
02096846;0.011506885;59.21399235;2;0.295403331
02102908;0.017294321;46.39872375;2;0.093898179
02108000;0.013586489;51.48647245;2;0.098989195
02111180;0.136171075;62.21604174;2;0.176517573
02111500;0.062196504;42.02151362;2;0.103154748
02118500;0.05096286;58.06690846;2;0.308856304
02128000;0.031934698;77.34530543;2;0.161254371
02137727;0.065364433;56.83276269;2.00814818;0.201887619
02140991;0.160530974;46.98492854;2;0.270929481
02143000;0.107398934;56.27994513;0.704544678;0.131225675
02143040;0.069845301;60.13902888;3.519582883;0.098697707
02149000;0.077748942;78.55630873;2.001865613;0.094603088
02152100;0.192537003;50.24006204;3.795573155;0.098659326
02177000;0.334244674;47.90884635;2;0.32290687
02178400;0.332894395;75.71798326;2;0.09718807
02193340;0.156540023;39.26320579;2;0.101293143
02196000;0.001280233;61.61636138;2;0.107391863
02198100;0.124775474;73.16080832;2;0.095830396
02202600;0.04592671;77.64760835;2;0.103587463
02212600;0.011153579;72.0365832;2;0.104498107
02215100;0.022712805;96.15159232;2;0.183234114
02216180;0.003097408;77.40559189;2;0.111686679
02221525;0.026688162;53.45542783;2;0.154530824
02231000;0.092375739;67.94294514;2;0.10077104
02245500;0.071459847;59.73656507;2;0.109140368
02246000;0.070659742;58.4695808;2;0.108997663
02296500;0.013719813;82.52336647;2;0.16438314
02297155;0.0106535;54.0189106;2;0.096558209
02297310;0.008654656;77.7140164;2;0.0954561
02298123;0.008363973;81.64149196;2;0.331256165
02298608;0.009937247;78.37912886;2;0.294182578
02299950;0.008334269;76.46847677;2;0.110906387
02300700;0.025211257;54.63826083;2;0.238259761
02349900;0.190666882;97.04623807;2;0.199049995
02350900;0.130351878;71.08571115;2;0.119817086
02361000;0.075505467;39.79986515;2;0.092280331
02363000;0.030162877;44.76533281;2;0.109680176
02369800;0.201639458;69.01563051;2;0.099611921
02371500;0.327312015;40.39548724;2;0.092853963
02372250;0.060891315;67.38599189;2;0.130640983
02374500;0.465373848;62.10861076;2;0.092094456
02381600;0.083621836;49.7827968;2;0.221199254
02384540;0.053064875;47.1284635;2;0.28248167
02395120;0.055617396;45.4467006;2;0.293845007
02415000;0.02425086;39.19908686;2;0.106019174
02427250;0.012350306;60.23015351;2;0.136652302
02430085;0.051357792;49.55469331;2;0.135379095
02450250;0.127820907;53.53120331;2;0.34380248
02464000;0.012466769;60.52786242;2;0.338266059
02465493;0.26877768;71.32142921;2;0.09985189
02469800;0.04317189;31.22114152;2;0.10145241
02472000;0.074122208;69.39845709;2;0.134026605
02472500;0.317637097;68.8115997;2;0.10580578
02479155;0.009806296;50.3062381;2;0.103637787
02479300;0.141379164;61.17592918;2;0.259664456
02479560;0.033279435;67.53998802;2;0.275442911
02481000;0.012210102;58.59953814;2;0.095268204
02481510;0.028417298;69.38373663;2;0.118889362
03010655;0.030928898;65.02592856;3.935648289;0.342733745
03011800;0.075956522;69.9328781;3.8315076;0.17073959
03015500;0.018456764;65.80753906;3.979093582;0.237952401
03021350;0.009792737;81.94868761;3.545588306;0.351583064
03026500;0.051843043;62.13495307;3.736599673;0.313546133
03028000;0.052030428;62.56559308;3.734914385;0.313064007
03049000;0.005271099;66.09376782;0.759878453;0.357792932
03049800;0.085711239;72.86266046;0.930741271;0.118723044
03050000;0.008478164;83.67851051;3.836582609;0.113156549
03069500;0.045784025;73.98351208;3.697464227;0.334158626
03070500;0.023744547;80.51297904;2.602658391;0.099358429
03076600;0.051830942;64.19419923;1.089452702;0.269339417
03078000;0.005386385;77.80747916;3.379166853;0.332319151
03140000;0.030735661;52.48452478;0.722464375;0.136801361
03144000;0.081267717;65.46593781;1.316935119;0.149678218
03170000;0.095016803;74.8324151;1.038243013;0.093556739
03173000;0.025068452;55.13140626;0.658235087;0.278442751
03180500;0.056915368;61.17284436;3.903603367;0.345426644
03182500;0.056980573;65.0032251;1.944447387;0.243736685
03186500;0.054568922;81.5347089;1.818671778;0.259121205
03237280;0.017378646;70.00041596;1.635170055;0.107435371
03237500;0.017537538;65.1860132;2.001954544;0.136076348
03241500;0.023226442;74.42388512;0.623594273;0.281271789
03280700;0.014975751;53.77007305;2;0.096330874
03281500;0.018809473;62.51992558;2;0.092653536
03285000;0.006330651;65.97263431;2.01368973;0.186651019
03291780;0.035334637;47.93021685;1.196989436;0.18991146
03338780;0.01245211;92.9957364;3.201278197;0.219721085
03340800;0.010398554;74.54031555;0.70851784;0.263315557
03346000;0.005144367;61.33555528;3.058678451;0.343692482
03364500;0.017117648;87.01937527;1.780380255;0.121651072
03366500;0.022142172;81.25598172;0.562689435;0.092579819
03368000;0.05517451;72.54887557;1.608507361;0.09711267
03384450;0.002796157;58.98634633;2;0.288087365
03439000;0.276643568;74.99655716;1.998690032;0.115401432
03455500;0.087568139;39.71124158;1.57136146;0.235805332
03456500;0.064675221;76.42294339;1.999755025;0.222962849
03460000;0.166654402;61.52945255;2;0.111124014
03463300;0.07652077;56.22764507;3.761497787;0.162506849
03471500;0.119116319;77.17906142;2;0.116301213
03473000;0.067904891;58.48794555;2;0.106640049
03479000;0.049752129;78.63857003;2;0.191721793
03488000;0.140434617;75.1448538;1.999458643;0.09291155
03498500;0.061783714;66.30068167;2;0.100130235
03500000;0.465896331;36.01358447;2;0.110393421
03504000;0.107560949;46.88587764;2;0.099590535
03574500;0.006991211;65.03237727;2;0.095148305
03592718;0.034779935;70.5332479;2;0.260373135
03604000;0.270519242;40.69597941;2;0.108586426
04015330;0.006482521;53.83703877;2.889773415;0.352525212
04024430;0.011115093;71.53399899;3.973395608;0.348440089
04027000;0.03031031;68.10004078;0.76638532;0.356569279
04040500;0.023919891;61.44143869;3.545894185;0.357858394
04043050;0.079171191;45.000695;3.688260734;0.354263987
04045500;0.071272025;65.4674846;3.82377996;0.359097974
04057510;0.009578683;68.80529101;2.899168404;0.295191254
04057800;0.031740144;44.18346146;3.96568364;0.349127925
04059500;0.004684686;63.01855688;1.510258414;0.342596322
04063700;0.76716592;65.93356951;3.434267128;0.136004237
04074950;0.022444035;42.28644045;3.898487817;0.350055628
04105700;0.839790847;64.74803456;3.00283453;0.096235786
04115265;0.012682652;88.93262753;1.388000715;0.125092898
04122200;0.064252036;61.398887;2.934567154;0.174913379
04122500;0.027362774;41.29866479;1.183501124;0.09229511
04127997;0.489280404;34.93914161;2.955278296;0.120813736
04185000;0.013870207;81.86454924;0.692204673;0.095808414
04196800;0.1442312;66.45484236;2.74750313;0.113641338
04197100;0.004591368;88.35807555;1.261450147;0.179279157
04197170;0.005700058;48.04241285;1.499979099;0.19110055
04213000;0.025053417;64.87928927;2.958646367;0.116103753
04213075;0.019411973;66.77127804;3.66624086;0.248373611
04216418;0.01697842;86.58963657;2.890282694;0.121233475
04221000;0.351748244;78.13897493;2.033159424;0.349775579
04224775;0.047274901;55.1265421;3.927136442;0.179481249
04256000;0.046528932;44.65861002;1.552168877;0.264504707
04296000;0.180531929;71.5512502;3.712003312;0.359504311
05057200;0.024146678;67.99197424;0.809274058;0.32558288
05120500;0.006702576;77.28282493;1.539477324;0.32535346
05291000;0.061345188;83.65908706;3.366849797;0.113392922
05362000;0.017859896;52.7061701;0.778478541;0.356731568
05393500;0.009379141;38.05741559;0.877995363;0.357225073
05399500;0.45348376;47.87870918;0.844671711;0.27786234
05408000;0.204871854;66.87212116;2.682475916;0.235748823
05413500;0.152989364;86.8807654;3.690707661;0.113900339
05414000;0.646937524;76.99815021;2.097452816;0.130932261
05444000;0.117456367;48.30351293;3.497125153;0.29726571
05454000;0.03929665;59.31928213;3.399521158;0.244694102
05458000;0.077381606;49.98197945;3.9849216;0.147162052
05466500;0.191460517;104.6236028;1.215435613;0.092141415
05487980;0.06589549;42.14142546;2.401774676;0.191139063
05488200;0.019022189;50.39080212;3.162299159;0.108719508
05489000;0.282050497;60.38293491;1.371663556;0.26304903
05495000;0.014716231;45.09934717;1.701228717;0.178589338
05495500;0.008312351;67.0267074;1.807425353;0.315385203
05501000;0.015440663;52.31548384;0.882286713;0.218199329
05503800;0.094167474;48.09852623;0.990741329;0.156508592
05507600;0.040510839;78.7640586;0.799265604;0.166328992
05508805;0.00644944;71.13175912;0.665368665;0.10057062
05525500;0.128022984;68.76597897;0.718743809;0.304490808
05556500;0.016325855;78.96061356;3.647136058;0.135239413
05584500;0.011487273;84.92735051;0.719776806;0.311592419
05591550;0.265688821;100.7897221;3.722065644;0.346981166
05592050;0.009426389;92.35183661;2.810734588;0.334097299
05592575;0.005056314;87.39321572;2;0.35156389
05593575;0.007516839;50.48838581;2;0.297738631
05593900;0.004545057;78.636169;1.638433452;0.136250959
05595730;0.0134792;57.71704143;2;0.100682664
06221400;0.256677733;55.85450562;0.654669633;0.092943539
06224000;0.248731314;58.70413586;1.594109517;0.09771341
06278300;0.11967334;55.371877;3.576365421;0.106401562
06280300;0.530639096;52.72898434;3.218950022;0.0943809
06289000;0.099027097;32.67433233;2.215410076;0.1537505
06311000;0.088678009;62.25974356;2.872686698;0.099381073
06332515;0.033663955;33.57019179;3.168463866;0.109502157
06339100;0.017633313;59.41421722;0.627795336;0.140058581
06344600;0.010184773;35.4879146;1.998079414;0.291164413
06350000;0.031356084;82.11925336;2;0.260617702
06352000;0.006837935;46.60505927;2.010351966;0.208468031
06404000;0.09351002;35.12327777;3.498615992;0.09367883
06406000;0.342831465;31.4271671;2.574047501;0.091961838
06409000;0.066203521;53.82975658;3.844863633;0.09365146
06431500;0.396257688;35.41979373;3.690722014;0.095117411
06440200;0.005951448;34.40160866;2;0.098176233
06447500;0.005141513;77.10660878;2;0.237964299
06470800;0.036631287;83.02724571;0.658270382;0.345081801
06477500;0.003561191;90.22846696;1.358841122;0.321158406
06479215;0.410374788;46.1145999;2.881438077;0.120392645
06601000;0.25875325;76.87455571;0.669650431;0.35015628
06614800;0.152131307;47.22166286;0.689252777;0.314662057
06622700;0.493134982;47.2845621;3.375503359;0.212185449
06623800;0.701805923;59.12672972;3.224864995;0.171981816
06632400;0.357182348;32.05728157;0.733339359;0.110930865
06746095;0.721979903;66.44553309;3.099330909;0.110364214
06803510;0.715552235;43.9230829;1.07082713;0.157232878
06803530;0.511511984;57.2299235;2.074394831;0.092794645
06814000;0.009503447;58.51448344;1.72432607;0.213423274
06847900;0.010255036;47.86561272;2;0.200870248
06853800;0.133753455;68.58050353;2;0.097656858
06876700;0.193298574;51.43724312;2;0.291018031
06878000;0.110306312;81.13448998;2;0.167299596
06879650;0.056083744;39.21506329;2;0.150186309
06885500;0.370796399;95.19495646;2.780092062;0.124040237
06888500;0.056958783;42.9240457;2;0.151286357
06889200;0.04831054;81.70790146;2.000627052;0.345711391
06889500;0.07742706;84.53896707;2.0014411;0.2639515
06892000;0.02231771;65.13947556;2.002120152;0.304359875
06903400;0.004261308;45.82187463;0.751192026;0.328144519
06906800;0.054758296;48.01347174;2;0.349846282
06910800;0.053886784;37.58251315;2;0.101403754
06911900;0.035003277;67.24561812;2;0.124541818
06917000;0.009981243;67.50987173;2;0.093053186
06918460;0.156511322;45.92537464;2;0.251391095
06919500;0.005060223;48.95663463;3.918620285;0.340127433
06921070;0.020123802;49.04222535;2;0.347820778
06921200;0.102516246;43.60492612;2;0.351672767
07057500;0.22958704;36.68880582;2.001616862;0.111112351
07060710;0.034353883;41.1344268;2;0.161390146
07066000;0.193974178;73.91868946;2.797623159;0.180920853
07083000;0.904448693;49.13068035;2.97787538;0.093019031
07142300;0.006070106;99.02589951;2;0.248729725
07145700;0.054543866;66.65949375;2;0.102425854
07167500;0.052238595;54.06945693;2;0.312058179
07180500;0.121331644;32.87324662;2;0.283074616
07184000;0.0000462;50.50219243;2;0.129993427
07195800;0.510623611;52.89571583;2;0.240335285
07196900;0.084394287;42.39621696;2;0.093357377
07197000;0.226089873;40.37922965;2;0.093929105
07208500;0.523423148;64.70207985;3.850885536;0.101049121
07261000;0.014582347;43.17661701;2;0.211524824
07263295;0.010914411;59.19795386;2;0.207505133
07291000;0.021555229;46.65993909;2;0.110980955
07299670;0.044548479;72.6522204;2;0.144102965
07301410;0.111449226;61.21881344;2;0.197756225
07315200;0.0026536;55.66379277;2;0.222997577
07315700;0.002023361;41.96548574;2;0.096724582
07335700;0.025867194;40.20309536;2;0.104207374
07340300;0.020665798;47.70306492;2;0.183850871
07346045;0.103896864;69.50881736;2;0.093309162
07359610;0.0605468;43.25162023;2;0.122138944
07362100;0.067658793;69.16740927;2;0.092350453
07362587;0.016000139;51.87966392;2;0.133277592
07375000;0.279643583;56.16346526;2;0.099141698
08013000;0.243718332;43.72934724;2;0.116076566
08014500;0.69178205;36.88771414;2;0.090747574
08023080;0.001888219;71.72385274;2;0.10370472
08050800;0.009049428;56.58069568;2;0.109331395
08066200;0.010230186;70.0074352;2;0.09434679
08066300;0.041780061;33.05372933;2;0.090739642
08070000;0.117267066;70.1074446;2;0.090694446
08070200;0.113057953;67.98417116;2;0.090676824
08082700;0.005257932;75.27353521;2;0.18613036
08086212;0.009656093;57.92109647;2;0.104849033
08086290;0.006147054;57.81378952;2;0.151391212
08101000;0.053965611;57.03673024;2;0.255761815
08103900;0.113234652;36.57483636;2;0.334296074
08104900;0.020212752;43.88162404;2;0.186183026
08109700;0.01850647;80.73415929;2;0.090713139
08150800;0.060563845;55.92532038;2;0.206024667
08158700;0.006697287;44.64007643;2;0.352906998
08158810;0.00976177;45.48659304;2;0.349542315
08164300;0.003391815;82.71198237;2;0.292687296
08164600;0.00592246;73.76666619;2;0.113546125
08165300;0.007463804;47.29960359;2;0.091933601
08171300;0.19473827;39.37581699;2;0.099759469
08175000;0.022307561;68.78171545;2;0.143835749
08176900;0.105137191;58.77441357;2;0.091212983
08178880;0.051247231;55.72019533;2;0.353647715
08189500;0.003672444;65.96643471;2;0.098323327
08190000;0.322879655;30.23462506;2;0.091930727
08190500;0.015367686;55.69434896;2;0.248941908
08194200;0.006125366;56.2827111;2;0.151674571
08195000;0.559565334;27.51875932;2;0.091667384
08196000;0.057566754;34.48093568;2;0.121412346
08198500;0.061030992;50.92695768;2;0.269530855
08200000;0.00095375;59.19650187;2;0.163510411
08202700;0.00469642;49.50338615;2;0.297300024
08267500;0.887340146;33.07004408;3.480335986;0.337197514
08269000;0.181540266;32.50062967;3.499397589;0.096957107
08271000;0.375966157;45.30320051;3.777509628;0.209796458
08324000;0.397686714;66.21669479;3.655021475;0.093507978
08377900;0.21935352;67.04991973;3.46042174;0.094429785
08378500;0.178770294;67.30598683;3.596497437;0.094353516
08380500;0.029837063;46.38369274;0.791018297;0.242012384
09035900;0.331872851;63.766883;2.035740432;0.210993893
09047700;0.846739054;63.51090831;2.07120266;0.092804248
09065500;0.688374756;45.33815777;1.246223545;0.159020894
09066000;0.845900467;57.09174183;1.292882007;0.172272806
09066200;0.60811328;51.56733898;1.806681208;0.136580311
09066300;0.580553016;54.04010256;1.994741059;0.128214869
09081600;0.411312051;32.28155265;3.187631602;0.349103989
09107000;0.130095582;61.89142501;2.87220235;0.092624486
09210500;0.142773415;48.77171779;0.57993925;0.329920008
09223000;0.361255749;62.45982921;2.888005894;0.094678713
09306242;0.087379962;59.0639743;3.230857424;0.233714927
09312600;0.06359415;69.27879088;1.050332957;0.339947149
09352900;0.222834894;23.23617255;3.112115994;0.127220134
09378170;0.625091349;69.25122312;3.894195515;0.092739314
09386900;0.017404577;66.56469209;3.161905666;0.155801543
09404450;0.4624548;64.03315972;1.393319211;0.11171881
09430600;0.059598468;65.76631952;3.316053388;0.096766953
09447800;0.375710024;49.70965274;2;0.267617567
09484600;0.01158711;54.17642597;2;0.146651402
09492400;0.336100019;58.73746747;1.841457041;0.357080614
09494000;0.331243395;65.63050632;1.834114112;0.27884909
09497980;0.114617685;63.84809703;2.000526187;0.091015303
09505350;0.336874076;65.60048894;3.594052173;0.110294102
09505800;0.051147608;65.20271042;3.931582143;0.093798157
09508300;0.006736981;27.80804744;2;0.251313332
09510200;0.036151604;56.05264913;2;0.172998253
09512280;0.02930316;54.43892578;2;0.096659377
09513780;0.048653525;54.35307492;2;0.285707911
10234500;0.287821565;69.32220634;3.670620688;0.09808115
10244950;0.291523441;65.72520807;0.691846982;0.285021583
10259000;0.003705768;56.23753081;1.985517251;0.118321866
10336645;0.210571347;33.37943032;2.534145716;0.265574793
10336660;0.204708902;53.6668888;0.825503317;0.338877471
10343500;0.016880296;69.29922554;3.174487488;0.216827631
11124500;0.468643002;54.72034119;2;0.31138829
11141280;0.055922332;66.48729279;2;0.106401524
11143000;0.112743338;34.34162395;2;0.26931924
11148900;0.004967487;31.80516359;2;0.302171725
11151300;0.002793383;45.04030609;2;0.198736566
11176400;0.023124133;42.75468186;2;0.102175472
11264500;0.03584691;56.6478093;1.3367339;0.091676865
11266500;0.036126589;59.08897138;1.340185789;0.091813287
11284400;0.109937237;64.98917895;2.234884663;0.112665428
11381500;0.520248915;59.67283945;2.534345275;0.320668907
11451100;0.055317906;52.99261497;2.012092603;0.172107364
11468500;0.044315492;32.02304116;2;0.101343002
11473900;0.091359536;48.48420156;3.550302952;0.222073054
11475560;0.016737217;29.68140825;2;0.103487831
11476600;0.104586776;37.55549971;2;0.091074597
11478500;0.034752672;30.48142451;0.953889702;0.345120406
11480390;0.044621204;55.17236356;3.951632177;0.091485462
11481200;0.086870129;56.0560141;2;0.110636054
11482500;0.354893301;40.44550298;2.406519166;0.230241705
11522500;0.204800562;52.08145054;2.015472881;0.244303837
11523200;0.653256055;67.34912142;3.679695908;0.353154276
11528700;0.317282256;64.73457569;3.927061498;0.100559331
11532500;0.435974529;33.17692543;2.00157302;0.261619997
12010000;0.081573387;60.74115299;2;0.349416711
12013500;0.136739885;62.57265076;2;0.106395155
12020000;0.064860044;67.41026532;2;0.161915182
12025700;0.146095268;32.27209615;2.619618616;0.144512809
12035000;0.296763113;55.80819265;2.019342923;0.19442392
12040500;0.086584723;30.04175573;0.559911709;0.179385524
12041200;0.184300232;45.31263308;0.940930298;0.215867792
12048000;0.174953408;57.39427123;0.633344935;0.152179018
12054000;0.049756747;33.6957575;3.634965079;0.228067139
12056500;0.072793475;31.75012704;3.747862185;0.287699315
12073500;0.478376988;53.60216841;2;0.28285439
12082500;0.121915493;32.00778067;3.842332474;0.095483503
12092000;0.053992933;27.52018988;2.866999577;0.097031676
12114500;0.028923951;68.87089772;3.618545211;0.094380727
12115000;0.049089482;66.01254225;2.215125507;0.107973479
12117000;0.07147441;59.51469224;2.069127736;0.103243724
12143600;0.631610983;44.7591455;3.730065878;0.095583525
12144000;0.264259503;57.50276997;3.302295152;0.095680255
12145500;0.055899427;66.66412891;0.738622686;0.095511635
12147500;0.129035931;30.36334254;0.771233199;0.097928148
12167000;0.772143577;55.39281276;2.390596366;0.097220695
12175500;0.262294845;25.81449456;0.530399207;0.355271798
12178100;0.293566452;43.7030811;0.54258055;0.26857084
12186000;0.291313214;62.38067525;0.976793547;0.226470215
12189500;0.406813077;44.53835765;1.018422972;0.262353013
12375900;0.141193132;58.18284209;0.568128738;0.331283676
12377150;0.184400559;25.00149589;1.16961696;0.105599368
12381400;0.387061327;67.19792629;2.001963406;0.152509931
12390700;0.361082849;53.3624773;1.914968153;0.237677201
12411000;0.095526561;59.35125514;3.940026209;0.247465358
12447390;0.588212371;54.46410411;3.631486183;0.256270576
12451000;0.094381718;24.03890236;0.567705444;0.308106859
12488500;0.295220676;66.02942201;2.932264077;0.104893529
13011500;0.731916145;57.91626477;1.108566758;0.349518465
13011900;0.192782148;31.85639117;2.760510346;0.167361849
13018300;0.079690978;64.46476596;2.360675233;0.217685247
13023000;0.024350912;40.80541313;2.938844772;0.248062663
13161500;0.190399085;38.58994834;1.472219619;0.352264525
13235000;0.489932505;62.07725865;2.90780567;0.340564007
13240000;0.158526225;33.71896165;0.980107258;0.182999717
13313000;0.334182566;55.36204238;1.781483694;0.149257629
13331500;0.338898154;62.72241547;1.946226175;0.140840888
14020000;0.064083489;68.03690542;2.601326741;0.165112384
14096850;0.11311584;59.99944794;3.920585596;0.097020949
14137000;0.1921853;33.85522623;3.307868156;0.093638022
14138800;0.034266195;37.04063428;2.09347495;0.107003409
14138870;0.039497321;36.89752072;2.063333307;0.106692757
14138900;0.034766884;36.87852149;2.083046697;0.106958877
14139800;0.274192637;30.96117037;0.976141426;0.091593693
14141500;0.152380845;37.87503737;2.395281351;0.092766165
14154500;0.044115901;31.53128246;0.591728133;0.357795489
14158790;0.60511722;55.2272613;1.487804727;0.093947794
14166500;0.236550733;44.02557066;2;0.111204519
14182500;0.125226145;31.60964247;1.162099334;0.098342965
14185000;0.102015072;49.79037867;2.938770647;0.139059174
14185900;0.048481282;36.06905403;3.883151168;0.101756172
14187000;0.07014379;37.78273879;1.511288758;0.309457506
14216500;0.398596541;61.78350234;0.669517358;0.091724792
14222500;0.02012733;39.26039948;0.968220885;0.098197145
14236200;0.194957389;30.3969397;0.998166353;0.11622061
14301000;0.054252917;61.37460741;2.069031118;0.271813791
14303200;0.094351344;30.92877007;2;0.255083174
14305500;0.038880398;30.82069063;2.002349537;0.117894486
14306340;0.220681374;66.5450917;2;0.354932229
14306500;0.218296117;70.31568407;2;0.352759756
14308990;0.862523716;67.48835979;3.838486429;0.091711269
14309500;0.10421393;62.11054773;3.733537384;0.324334029
14316700;0.034077041;34.03728082;0.929120186;0.200428098
14325000;0.12328237;36.8031094;2.010519287;0.357393145
14362250;0.653737965;63.15512958;1.330362398;0.319504452
14400000;0.183991341;36.93164454;2.008344993;0.357751774
